,source,target,dist,tol
159,39,56,79.47798465254628,7.947798465254628
160,39,77,78.54208853963762,7.854208853963762
161,39,74,77.02394207790925,7.702394207790926
162,40,84,75.68995112867692,7.568995112867693
163,40,62,80.29533533750747,8.029533533750747
164,40,95,97.6884652474486,9.76884652474486
165,40,70,116.9440809405894,11.694408094058941
166,42,95,88.7534831022803,8.87534831022803
167,42,50,76.8026533991143,7.680265339911431
168,42,63,81.29385164757204,8.129385164757204
169,43,76,73.28795973041359,7.328795973041359
170,44,88,44.25005768831538,4.4250057688315385
171,44,96,100.87088041860578,10.087088041860579
172,44,49,24.672085396502496,2.4672085396502497
173,45,97,118.5978081566067,11.85978081566067
174,45,82,91.17118385564146,9.117118385564146
175,45,79,112.27625674761534,11.227625674761534
176,45,67,134.49643700925256,13.449643700925257
177,45,62,74.25256284414132,7.425256284414132
178,46,86,55.81645084030853,5.581645084030853
179,46,50,101.60863072689384,10.160863072689384
180,46,82,87.95348850038847,8.795348850038847
181,46,61,112.94729432181093,11.294729432181093
182,47,73,75.89481678177248,7.589481678177248
183,47,57,99.29868214564819,9.92986821456482
184,47,87,50.88787023198255,5.088787023198256
185,48,56,114.40966381119742,11.440966381119743
186,48,83,77.60986584176176,7.760986584176177
187,48,61,76.3521752044325,7.63521752044325
188,49,74,91.28938130092537,9.128938130092537
189,50,60,37.40189418563964,3.7401894185639644
190,51,74,111.58542329341215,11.158542329341216
191,51,69,110.316402120899,11.0316402120899
192,51,58,56.54198292853561,5.654198292853561
193,51,90,24.103939606016265,2.4103939606016267
194,51,53,50.13906602282167,5.013906602282168
195,52,79,146.6967453050534,14.669674530505342
196,52,85,113.84019221398046,11.384019221398047
197,52,53,24.42085888807069,2.4420858888070693
198,52,58,51.200734652997205,5.120073465299721
199,52,73,123.49967337676333,12.349967337676333
200,53,76,131.48368782234166,13.148368782234167
201,54,89,105.27202953138091,10.527202953138092
202,54,66,113.44930259125772,11.344930259125773
203,54,70,103.27901894473008,10.327901894473008
204,54,71,99.07622923789783,9.907622923789784
205,55,69,101.49493644614387,10.149493644614388
206,55,67,106.8677821135056,10.68677821135056
207,55,82,94.13871798752504,9.413871798752504
208,56,91,77.648928394899,7.7648928394899
209,58,69,105.91305122101735,10.591305122101737
210,59,84,59.91549738841451,5.991549738841451
211,59,72,101.31939609800514,10.131939609800515
212,59,66,116.14208485898037,11.614208485898038
213,59,81,59.73324006678426,5.973324006678427
214,62,76,100.662622829165,10.066262282916501
215,63,86,81.418130603381,8.1418130603381
216,63,94,113.37235118697077,11.337235118697079
217,66,91,70.58764913236973,7.058764913236974
218,67,79,100.64550651316628,10.06455065131663
219,67,94,51.92876103231241,5.192876103231241
220,67,97,54.75257861139421,5.475257861139422
221,68,71,24.084486341943833,2.4084486341943836
222,68,91,51.63162112836443,5.163162112836443
223,68,87,123.37703584592138,12.33770358459214
224,72,96,93.99699429469402,9.399699429469402
225,73,81,97.63012527209392,9.763012527209392
226,75,93,108.28781180002663,10.828781180002665
227,75,91,108.6554646242759,10.86554646242759
228,75,87,92.08627005958397,9.208627005958396
229,75,83,35.131659610005336,3.5131659610005337
230,75,82,55.214543633782284,5.521454363378229
231,76,86,35.38070136003773,3.5380701360037734
232,77,96,110.98492537502776,11.098492537502777
233,77,98,91.72272896357796,9.172272896357796
234,78,98,102.00709742473146,10.200709742473146
235,78,83,24.686827855274384,2.4686827855274385
236,78,90,129.86833982353434,12.986833982353435
237,78,95,110.34048458851343,11.034048458851345
238,81,93,101.32030030369702,10.132030030369704
239,83,90,125.49404121300674,12.549404121300675
240,84,93,101.65356365436148,10.165356365436148
241,89,90,111.79642424658279,11.17964242465828
242,89,97,114.94369954969866,11.494369954969867
243,93,94,24.466300598448168,2.446630059844817
244,96,98,50.93044353394505,5.093044353394506
