,point_num,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
75,76,98.1714,49.9282,74.4359,65.8637,65.8637,65.8637
76,77,98.3888,74.8127,74.35,65.8637,65.8637,65.8637
77,78,98.6823,25.4544,99.3599,65.8637,65.8637,65.8637
78,79,98.6087,50.1004,99,65.8637,65.8637,65.8637
79,80,99.3621,74.7165,99.5331,65.8637,65.8637,65.8637
80,81,24.9917,25.087,99.2318,65.8637,65.8637,65.8637
81,82,49.5591,25.652,98.4681,65.8637,65.8637,65.8637
82,83,74.1696,25.3327,98.8317,65.8637,65.8637,65.8637
83,84,25.0433,49.9132,98.1274,65.8637,65.8637,65.8637
84,85,49.4854,50.0498,98.1603,65.8637,65.8637,65.8637
85,86,73.9314,49.8512,98.5836,65.8637,65.8637,65.8637
86,87,24.5222,74.76,98.054,65.8637,65.8637,65.8637
87,88,49.3182,74.7921,98.3609,65.8637,65.8637,65.8637
88,89,74.3469,74.6685,98.3723,65.8637,65.8637,65.8637
89,90,24.7991,74.1325,0.773821,65.8637,65.8637,65.8637
90,91,49.7107,74.0999,1.16982,65.8637,65.8637,65.8637
91,92,74.3397,74.1947,0.645198,65.8637,65.8637,65.8637
92,93,25.1419,49.4685,0.970196,65.8637,65.8637,65.8637
93,94,49.5281,49.4313,1.25006,65.8637,65.8637,65.8637
94,95,74.2281,49.4322,1.01977,65.8637,65.8637,65.8637
95,96,25.1773,24.6514,1.09536,65.8637,65.8637,65.8637
96,97,49.7997,24.8946,1.11791,65.8637,65.8637,65.8637
97,98,74.4104,24.6306,0.991289,65.8637,65.8637,65.8637
