,source,target,dist,tol
107,26,91,55.90169943749474,0
108,27,49,111.80339887498948,0
109,27,94,55.90169943749474,0
110,27,83,125.0,0
111,27,66,79.05694150420949,0
112,28,70,75.0,0
113,28,35,55.90169943749474,0
114,28,95,55.90169943749474,0
115,29,66,106.06601717798213,0
116,29,73,103.07764064044152,0
117,29,87,103.07764064044152,0
118,29,75,129.9038105676658,0
119,30,31,103.07764064044152,0
120,30,52,50.0,0
121,30,77,127.47548783981962,0
122,31,43,70.71067811865476,0
123,31,67,55.90169943749474,0
124,32,69,79.05694150420949,0
125,32,61,103.07764064044152,0
126,32,56,106.06601717798213,0
127,32,98,79.05694150420949,0
128,33,91,35.35533905932738,0
129,33,38,25.0,0
130,33,36,55.90169943749474,0
131,33,66,93.54143466934853,0
132,34,88,82.915619758885,0
133,34,79,117.26039399558574,0
134,34,55,55.90169943749474,0
135,34,78,129.9038105676658,0
136,35,36,103.07764064044152,0
137,35,47,106.06601717798213,0
138,36,49,90.13878188659973,0
139,36,65,134.6291201783626,0
140,37,60,82.915619758885,0
141,37,43,35.35533905932738,0
142,37,67,75.0,0
143,37,98,90.13878188659973,0
144,37,47,50.0,0
145,38,55,75.0,0
146,38,80,75.0,0
147,38,49,55.90169943749474,0
148,39,90,55.90169943749474,0
149,39,45,35.35533905932738,0
150,39,55,61.237243569579455,0
151,39,40,25.0,0
152,39,66,117.26039399558574,0
153,40,43,55.90169943749474,0
154,40,94,86.60254037844386,0
155,41,96,129.9038105676658,0
156,41,89,43.30127018922193,0
157,41,60,103.07764064044152,0
158,41,78,79.05694150420949,0
159,41,58,114.564392373896,0
160,42,61,90.13878188659973,0
161,42,81,93.54143466934853,0
162,42,96,117.26039399558574,0
163,42,53,129.9038105676658,0
164,43,59,93.54143466934853,0
165,44,59,82.915619758885,0
166,44,70,103.07764064044152,0
167,44,87,35.35533905932738,0
168,44,72,108.97247358851683,0
169,45,96,108.97247358851683,0
170,45,56,90.13878188659973,0
171,45,92,108.97247358851683,0
172,45,51,79.05694150420949,0
173,46,47,25.0,0
174,46,54,127.47548783981962,0
175,46,83,79.05694150420949,0
176,46,69,106.06601717798213,0
177,48,70,103.07764064044152,0
178,48,90,106.06601717798213,0
179,48,72,103.07764064044152,0
180,48,58,86.60254037844386,0
181,49,93,111.80339887498948,0
182,50,80,103.07764064044152,0
183,50,64,50.0,0
184,50,92,127.47548783981962,0
185,50,53,125.0,0
186,51,52,25.0,0
187,51,76,127.47548783981962,0
188,51,83,134.6291201783626,0
189,52,96,35.35533905932738,0
190,52,85,111.80339887498948,0
191,52,83,127.47548783981962,0
192,53,65,100.0,0
193,53,57,70.71067811865476,0
194,54,78,134.6291201783626,0
195,54,98,93.54143466934853,0
196,55,88,93.54143466934853,0
197,55,56,25.0,0
198,56,83,106.06601717798213,0
199,56,69,100.0,0
200,57,84,61.237243569579455,0
201,58,95,90.13878188659973,0
202,59,61,35.35533905932738,0
203,59,64,55.90169943749474,0
204,59,93,61.237243569579455,0
205,60,71,111.80339887498948,0
206,60,69,122.47448713915891,0
207,61,91,93.54143466934853,0
208,61,94,90.13878188659973,0
209,62,86,82.915619758885,0
210,62,65,25.0,0
211,62,63,55.90169943749474,0
212,62,94,93.54143466934853,0
213,63,69,134.6291201783626,0
214,63,74,111.80339887498948,0
215,63,65,50.0,0
216,63,73,114.564392373896,0
217,64,97,114.564392373896,0
218,64,85,50.0,0
219,66,76,79.05694150420949,0
220,67,82,114.564392373896,0
221,67,88,114.564392373896,0
222,68,94,55.90169943749474,0
223,68,82,122.47448713915891,0
224,68,90,75.0,0
225,68,74,50.0,0
226,68,79,103.07764064044152,0
227,70,80,79.05694150420949,0
228,70,76,50.0,0
229,71,75,70.71067811865476,0
230,71,76,55.90169943749474,0
231,71,90,79.05694150420949,0
232,72,75,25.0,0
233,72,81,90.13878188659973,0
234,72,80,70.71067811865476,0
235,73,79,50.0,0
236,73,84,90.13878188659973,0
237,74,81,103.07764064044152,0
238,74,86,61.237243569579455,0
239,82,93,106.06601717798213,0
240,82,90,114.564392373896,0
241,82,89,55.90169943749474,0
242,84,93,100.0,0
243,86,89,25.0,0
244,86,93,111.80339887498948,0
