,point_num,x_pos,y_pos,z_pos,x_tol,y_tol,z_tol
45,46,100.773,100.849,103.413,52.6909,52.6909,52.6909
46,47,74.989,99.1577,98.9178,52.6909,52.6909,52.6909
47,48,49.9742,99.0651,98.7613,52.6909,52.6909,52.6909
48,49,25.0842,99.0861,99.0234,52.6909,52.6909,52.6909
49,50,0.172186,99.2233,98.9401,52.6909,52.6909,52.6909
50,51,0.116098,74.5411,0.43726,52.6909,52.6909,52.6909
51,52,0.399596,50.066,0.289155,52.6909,52.6909,52.6909
52,53,0.532122,25.0068,0.489227,52.6909,52.6909,52.6909
53,54,0.860521,74.611,24.8343,52.6909,52.6909,52.6909
54,55,0.884945,49.6692,25.0508,52.6909,52.6909,52.6909
55,56,0.824692,24.9792,25.0393,52.6909,52.6909,52.6909
56,57,0.912236,74.461,49.5539,52.6909,52.6909,52.6909
57,58,1.20128,49.77,49.748,52.6909,52.6909,52.6909
58,59,1.03467,25.1345,49.9106,52.6909,52.6909,52.6909
59,60,0.796758,74.3956,74.3531,52.6909,52.6909,52.6909
60,61,0.947458,49.9697,74.4708,52.6909,52.6909,52.6909
61,62,0.745941,25.2141,74.4284,52.6909,52.6909,52.6909
62,63,0.615207,74.923,98.8783,52.6909,52.6909,52.6909
63,64,0.616567,50.2039,98.9388,52.6909,52.6909,52.6909
64,65,0.207137,25.1388,99.0003,52.6909,52.6909,52.6909
65,66,99.0487,24.8574,0.0139529,52.6909,52.6909,52.6909
66,67,99.0109,49.7519,0.164738,52.6909,52.6909,52.6909
67,68,99.2327,74.1859,0.185055,52.6909,52.6909,52.6909
68,69,98.6288,24.8508,24.9573,52.6909,52.6909,52.6909
69,70,98.72,49.6099,24.7286,52.6909,52.6909,52.6909
70,71,98.7478,74.3359,24.6785,52.6909,52.6909,52.6909
71,72,98.5369,24.9199,49.4191,52.6909,52.6909,52.6909
72,73,98.518,49.5897,49.6003,52.6909,52.6909,52.6909
73,74,98.7423,74.1146,49.4968,52.6909,52.6909,52.6909
74,75,98.8296,24.8336,74.1537,52.6909,52.6909,52.6909
75,76,98.5477,49.7685,74.2368,52.6909,52.6909,52.6909
76,77,98.9652,74.3667,74.2937,52.6909,52.6909,52.6909
77,78,98.7157,24.8827,98.9999,52.6909,52.6909,52.6909
78,79,99.2604,49.9882,98.6744,52.6909,52.6909,52.6909
79,80,101.048,75.8102,99.368,52.6909,52.6909,52.6909
80,81,25.1575,25.0475,98.5285,52.6909,52.6909,52.6909
81,82,49.7753,25.301,98.7238,52.6909,52.6909,52.6909
82,83,74.6758,25.1074,98.5235,52.6909,52.6909,52.6909
83,84,25.2041,49.9309,98.5099,52.6909,52.6909,52.6909
84,85,50.053,49.6539,98.4188,52.6909,52.6909,52.6909
85,86,74.6547,49.9042,98.4924,52.6909,52.6909,52.6909
86,87,25.11,74.6604,98.7079,52.6909,52.6909,52.6909
87,88,50.0787,74.5322,98.43,52.6909,52.6909,52.6909
88,89,74.7176,74.5469,98.5399,52.6909,52.6909,52.6909
89,90,24.9786,74.2808,0.541448,52.6909,52.6909,52.6909
90,91,49.8013,74.2564,0.734245,52.6909,52.6909,52.6909
91,92,74.364,74.4526,0.481121,52.6909,52.6909,52.6909
92,93,24.9929,49.6884,0.692743,52.6909,52.6909,52.6909
93,94,49.7143,49.366,0.850171,52.6909,52.6909,52.6909
94,95,74.3402,49.628,0.905347,52.6909,52.6909,52.6909
95,96,25.0872,25.2559,0.711516,52.6909,52.6909,52.6909
96,97,49.6812,24.8835,0.895623,52.6909,52.6909,52.6909
97,98,74.3231,24.9565,0.647356,52.6909,52.6909,52.6909
